STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chăn nuôi thú y HVN03,18.0,,,
2.0,Chương trình quốc tế HVN01,17.0,,,
3.0,Công nghệ hóa học và môi trường HVN16,17.0,,,
4.0,"Công nghệ bảo quản, chế biến và quản lý chất lượng an toàn thực phẩm HVN09",17.5,,,
5.0,Công nghệ rau hoa quả và cảnh quan HVN06,15.0,,,
6.0,Công nghệ kỹ thuật ô tô HVN05,16.0,,,
7.0,Công nghệ thông tin và truyền thông số HVN08,16.5,,,
8.0,Công nghệ kỹ thuật cơ điện tử HVN04,16.0,,,
9.0,Công nghệ sinh học HVN07,18.0,,,
10.0,Kế toán – Tài chính HVN10,16.0,,,
11.0,Khoa học đất - dinh dưỡng cây trồng HVN11,20.0,,,
12.0,Khoa học môi trường HVN15,17.0,,,
13.0,Kinh tế nông nghiệp và Phát triển nông thôn HVN13,17.0,,,
14.0,Kinh tế và quản lý HVN12,16.0,,,
15.0,Logistic & quản lý chuỗi cung ứng HVN21,23.0,,,
16.0,Luật HVN14,20.0,,,
17.0,Ngôn ngữ Anh HVN17,15.0,,,
18.0,Nông nghiệp công nghệ cao HVN18,18.0,,,
19.0,Quản trị kinh doanh và du lịch HVN20,16.0,,,
20.0,Quản lý đất đai và bất động sản HVN19,15.0,,,
21.0,Sư phạm Công nghệ HVN22,19.0,,,
22.0,Thú y HVN23,15.5,,,
23.0,Thủy sản HVN24,15.0,,,
24.0,Trồng trọt và Bảo vệ thực vật HVN02,15.0,,,
25.0,Xã hội học HVN25,15.0,,,
