STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Báo chí 7320101,24.5,,,
2.0,Bảo tàng học 7320305,19.0,,,
3.0,Du lịch - Văn hóa du lịch 7810101A,24.0,,,
4.0,Du lịch - Hướng dẫn du lịch quốc tế 7810101C,21.5,,,
5.0,"Du lịch - Lữ hành, Hướng dẫn du lịch 7810101B",25.5,,,
6.0,Gia đình học 7229045,19.5,,,
7.0,Kinh doanh xuất bản phẩm 7320402,20.5,,,
8.0,Liên thông Du lịch 7810101LT,,,,
9.0,Liên thông Quản lý văn hoá 7229042LT,25.0,,,
10.0,Liên thông Thư viện 7320201LT,,,,
11.0,Ngành Luật 7380101,24.5,,,
12.0,Ngôn ngữ Anh 7220201,19.0,,,
13.0,Quản lý nhà nước về gia đình 7229042B,19.0,,,
14.0,Quản lý văn hoá - Biểu diễn nghệ thuật 7229042D,22.0,,,
15.0,Quản trị dịch vụ du lịch và lữ hành 7810103,23.5,,,
16.0,Quản lý di sản văn hoá 7229042C,20.5,,,
17.0,"Quản lý văn hóa, chuyên ngành (1) Quản lý hoạt động Văn hóa Xã hội 7229042A",20.0,,,
18.0,Quản lý văn hóa- Biên đạo múa đại chúng 7229042G,21.5,,,
19.0,Quản lý văn hoá - Tổ chức sự kiện văn hoá 7229042E,19.5,,,
20.0,Quản lý thông tin 7320205,,,,
21.0,Sáng tác văn học 7220110,,,,
22.0,Thông tin - thư viện 7320201,21.0,,,
23.0,Văn hoá học - Văn hoá truyền thông 7229040B,23.5,,,
24.0,Văn hoá các dân tộc thiểu số Việt Nam 7220112,20.0,,,
25.0,"Văn hóa học, chuyên ngành Văn hóa Việt Nam 7229040A",21.5,,,
